"orig.ident","nCount_RNA","nFeature_RNA","main_cell_type.pred","main_cell_type.pred_prob","UMAP1","UMAP2","celltype.pred.combined","Monocyte.pred","Monocyte.pred_prob","Monocyte.UMAP1","Monocyte.UMAP2","T cell.pred","T cell.pred_prob","T cell.UMAP1","T cell.UMAP2"
"Pan",4369,1587,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5765,2058,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6336,2016,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2755,1219,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1400,806,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2183,1171,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5261,2029,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",9776,2513,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",12795,3361,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",17339,3927,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1936,990,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",7175,2278,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2463,890,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",13332,3367,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3823,1616,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4869,1883,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3827,1433,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4844,1898,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2817,1295,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1163,614,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1874,913,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2332,1039,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2704,1006,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2478,1143,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6584,2133,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10045,2852,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4144,1762,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6471,2278,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",9462,2890,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5557,1998,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4237,1602,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3344,1267,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6370,2167,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3065,1324,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4554,1703,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4962,1925,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2963,1274,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4256,1693,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1905,863,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5431,1927,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3264,1405,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",7508,2334,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2141,971,"Monocyte",0.8,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2447,1184,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4717,1839,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1974,923,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2644,1142,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4072,1483,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2783,1216,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4911,1796,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3809,1473,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5981,2134,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5957,2016,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3578,1449,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5143,1781,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1534,784,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3011,1297,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4972,1773,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1451,789,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",15743,3593,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",9040,2724,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2811,1161,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3740,1627,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1452,694,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4149,1765,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",8570,2573,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1874,988,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",24797,4193,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6487,2259,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1704,891,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1241,715,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",7007,2358,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1827,812,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2887,1166,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10879,3025,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1497,737,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",9063,2467,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",13193,3078,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",14842,3374,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",9687,2882,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6049,1989,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6527,2223,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",9444,2153,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10513,2982,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",9522,2794,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3636,1496,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",11942,3121,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",12251,3215,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5735,2191,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4732,1936,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1499,828,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10497,2942,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1708,870,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",8963,2772,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",18243,3787,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",9775,3023,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1415,816,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10141,2999,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",15325,3663,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3012,1356,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10801,2660,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2617,941,"Monocyte",0.8,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2113,1081,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1613,843,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1760,894,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5884,2001,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6416,2388,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1744,836,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",14430,3410,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1723,844,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10164,2913,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1361,679,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10057,2570,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3121,1353,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2129,882,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",7283,2408,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4070,1556,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2894,1201,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3070,1155,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",26229,4885,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",11946,3280,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2762,1121,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1394,764,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",12429,3400,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",7647,2463,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",12042,3431,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3019,1356,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2790,1219,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4055,1482,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4257,1690,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4692,1708,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2471,1298,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10020,3017,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1158,626,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4058,1652,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",8787,2602,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",9690,2822,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4850,1949,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1644,860,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4057,1558,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10468,2883,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2677,1097,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6854,2127,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3158,1427,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1069,618,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2463,1134,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2146,994,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",0.8,NA,NA,NA,NA,NA,NA
"Pan",1986,852,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1772,942,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10316,2956,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1680,724,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5107,1859,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",8552,2600,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",11569,2841,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1410,755,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",7994,2642,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3386,1336,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",16372,3802,"Monocyte",0.8,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3565,1239,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1760,900,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1650,866,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",13206,3239,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",8606,2804,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1552,870,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4738,1880,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",17692,3925,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4340,1435,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5116,1868,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5196,2000,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",17745,3840,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4795,1788,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1179,596,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3109,1380,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6587,2366,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3968,1678,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3526,1466,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",11982,3004,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6383,2196,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1281,728,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2459,1121,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2246,1035,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3063,1250,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5642,1961,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4180,1678,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4224,1727,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",17902,3383,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1583,798,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",11654,2863,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",6009,2047,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",8809,2695,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1352,754,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3676,1478,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1702,702,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4351,1585,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",15616,4311,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1703,830,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4601,1699,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1419,739,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2953,1277,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",7094,2315,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5747,2030,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1597,756,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",22280,4964,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",7279,2398,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",4420,1848,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2964,1329,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",3264,1446,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",5096,1795,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2654,1228,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",2382,880,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",11313,3064,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",10555,2855,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
"Pan",1999,960,"Monocyte",1,NA,NA,"CD14 monocyte","CD14 monocyte",1,NA,NA,NA,NA,NA,NA
